VARIABLES = \
"Time_Iter","Outer_Iter","Inner_Iter",   "rms[Rho_0]"   ,   "rms[Rho_1]"   ,   "rms[Rho_2]"   ,   "rms[Rho_3]"   ,   "rms[Rho_4]"   ,   "rms[Rho_5]"   ,   "rms[Rho_6]"   ,    "rms[RhoU]"   ,    "rms[RhoV]"   ,    "rms[RhoE]"   ,   "rms[RhoEve]"  
          0,           0,          40,               -32,      -3.951098684,      -4.468538127,      -21.99331129,      -21.43207099,      -14.63406535,               -32,       2.649119484,       1.034489102,       6.639670862,       1.346761722
          0,           0,          41,               -32,      -3.953824202,      -4.471263645,      -21.98743539,      -21.43525067,       -14.6585856,               -32,       2.639371717,       1.026068214,       6.634965712,       1.350436396
          0,           0,          42,               -32,      -3.956490563,      -4.473930006,      -21.98178883,      -21.43820633,      -14.68180879,               -32,        2.62979952,       1.017675602,       6.630151036,       1.354095005
          0,           0,          43,               -32,      -3.959096535,      -4.476535978,      -21.97635172,      -21.44121446,      -14.70359853,               -32,       2.620397588,        1.00932882,       6.625234311,       1.357737876
          0,           0,          44,               -32,      -3.961641162,      -4.479080605,      -21.97110619,      -21.44446265,      -14.72384463,               -32,       2.611160702,       1.001044008,       6.620222484,       1.361365321
          0,           0,          45,               -32,       -3.96412702,      -4.481566463,      -21.96603619,      -21.44807114,      -14.74247037,               -32,       2.602083682,      0.9928346569,        6.61512201,       1.364977637
          0,           0,          46,               -32,      -3.966560112,      -4.483999555,      -21.96112743,      -21.45211065,      -14.75943777,               -32,       2.593161505,      0.9847128496,       6.609938893,       1.368575104
          0,           0,          47,               -32,      -3.968945347,       -4.48638479,      -21.95636718,      -21.45661639,      -14.77475006,               -32,       2.584389336,      0.9766896941,       6.604678715,       1.372157989
          0,           0,          48,               -32,      -3.971286885,      -4.488726328,      -21.95174415,      -21.46159876,      -14.78845099,               -32,       2.575762482,      0.9687747352,        6.59934667,       1.375726546
          0,           0,          49,               -32,      -3.973588222,      -4.491027665,      -21.94724838,      -21.46705113,      -14.80062106,               -32,       2.567276401,      0.9609759994,        6.59394759,       1.379281018
          0,           0,          50,               -32,      -3.975852305,      -4.493291748,      -21.94287108,      -21.47295561,      -14.81137124,               -32,       2.558926707,       0.953300027,       6.588485977,       1.382821637
          0,           0,          51,               -32,      -3.978081595,      -4.495521038,      -21.93860452,      -21.47928715,      -14.82083509,               -32,       2.550709167,      0.9457519618,       6.582966027,       1.386348621
          0,           0,          52,               -32,      -3.980278168,      -4.497717611,      -21.93444193,      -21.48601642,      -14.82916042,               -32,       2.542619708,      0.9383356219,        6.57739165,       1.389862183
          0,           0,          53,               -32,      -3.982443722,      -4.499883165,      -21.93037737,      -21.49311193,       -14.8365012,               -32,       2.534654411,      0.9310536282,       6.571766495,       1.393362524
          0,           0,          54,               -32,      -3.984579673,      -4.502019116,      -21.92640563,      -21.50054138,      -14.84301059,               -32,       2.526809511,      0.9239074871,        6.56609397,       1.396849836
          0,           0,          55,               -32,      -3.986687151,      -4.504126594,      -21.92252218,      -21.50827267,      -14.84883544,               -32,       2.519081392,      0.9168977246,       6.560377259,       1.400324305
          0,           0,          56,               -32,      -3.988767106,      -4.506206549,        -21.918723,      -21.51627453,      -14.85411227,               -32,       2.511466587,      0.9100239722,       6.554619341,       1.403786107
          0,           0,          57,               -32,      -3.990820275,      -4.508259718,      -21.91500461,      -21.52451695,      -14.85896478,               -32,       2.503961769,      0.9032851102,       6.548823002,       1.407235413
          0,           0,          58,               -32,      -3.992847262,      -4.510286705,      -21.91136391,      -21.53297143,       -14.8635026,               -32,        2.49656375,      0.8966793591,       6.542990853,       1.410672386
          0,           0,          59,               -32,      -3.994848503,      -4.512287946,      -21.90779816,      -21.54161109,      -14.86782099,               -32,       2.489269475,      0.8902043983,       6.537125341,       1.414097183
          0,           0,          60,               -32,      -3.996824355,      -4.514263798,      -21.90430491,      -21.55041076,      -14.87200127,               -32,       2.482076016,      0.8838574462,       6.531228763,       1.417509954
          0,           0,          61,               -32,      -3.998775072,      -4.516214514,      -21.90088199,      -21.55934699,      -14.87611173,               -32,       2.474980566,       0.877635356,       6.525303276,       1.420910846
          0,           0,          62,               -32,      -4.000700848,      -4.518140291,      -21.89752741,      -21.56839797,      -14.88020878,               -32,       2.467980437,      0.8715347066,       6.519350907,       1.424299999
          0,           0,          63,               -32,      -4.002601794,      -4.520041237,      -21.89423934,      -21.57754348,      -14.88433822,               -32,       2.461073052,       0.865551875,       6.513373565,       1.427677548
          0,           0,          64,               -32,      -4.004477976,      -4.521917419,      -21.89101611,      -21.58676486,      -14.88853654,               -32,       2.454255939,      0.8596830966,       6.507373046,       1.431043623
          0,           0,          65,               -32,       -4.00632944,      -4.523768883,      -21.88785614,      -21.59604485,       -14.8928322,               -32,        2.44752673,      0.8539245151,       6.501351043,        1.43439835
          0,           0,          66,               -32,      -4.008156192,      -4.525595635,      -21.88475795,      -21.60536753,      -14.89724674,               -32,       2.440883152,      0.8482722394,       6.495309155,       1.437741853
          0,           0,          67,               -32,      -4.009958225,      -4.527397668,      -21.88172013,      -21.61471826,      -14.90179584,               -32,       2.434323024,      0.8427223925,       6.489248893,       1.441074247
          0,           0,          68,               -32,       -4.01173549,      -4.529174933,      -21.87874131,      -21.62408353,      -14.90649025,               -32,       2.427844251,      0.8372711362,       6.483171683,       1.444395649
          0,           0,          69,               -32,      -4.013487955,      -4.530927398,      -21.87582017,       -21.6334509,      -14.91133661,               -32,       2.421444824,      0.8319146977,       6.477078876,       1.447706169
          0,           0,          70,               -32,      -4.015215584,      -4.532655027,      -21.87295542,      -21.64280891,       -14.9163381,               -32,       2.415122808,       0.826649384,       6.470971752,       1.451005913
          0,           0,          71,               -32,      -4.016918329,      -4.534357772,      -21.87014581,      -21.65214701,       -14.9214951,               -32,       2.408876348,      0.8214716201,       6.464851526,       1.454294986
          0,           0,          72,               -32,      -4.018596147,       -4.53603559,      -21.86739007,      -21.66145546,      -14.92680564,               -32,       2.402703655,      0.8163779526,       6.458719349,       1.457573489
          0,           0,          73,               -32,      -4.020248981,      -4.537688424,        -21.864687,      -21.67072529,      -14.93226587,               -32,       2.396603012,      0.8113650521,       6.452576316,        1.46084152
          0,           0,          74,               -32,      -4.021876818,      -4.539316261,      -21.86203537,      -21.67994821,      -14.93787038,               -32,       2.390572762,      0.8064297141,       6.446423468,       1.464099175
          0,           0,          75,               -32,      -4.023479632,      -4.540919075,        -21.859434,      -21.68911655,      -14.94361257,               -32,       2.384611311,      0.8015688789,       6.440261797,       1.467346545
          0,           0,          76,               -32,      -4.025057396,      -4.542496839,       -21.8568817,      -21.69822322,      -14.94948484,               -32,       2.378717123,      0.7967796271,       6.434092248,       1.470583721
          0,           0,          77,               -32,        -4.0266101,      -4.544049543,       -21.8543773,      -21.70726166,      -14.95547885,               -32,       2.372888716,      0.7920591783,       6.427915722,        1.47381079
          0,           0,          78,               -32,      -4.028137753,      -4.545577196,      -21.85191967,      -21.71622578,      -14.96158569,               -32,        2.36712466,      0.7874048741,       6.421733079,       1.477027837
          0,           0,          79,               -32,      -4.029640373,      -4.547079816,      -21.84950766,      -21.72510993,      -14.96779604,               -32,       2.361423575,      0.7828141927,       6.415545142,       1.480234944
          0,           0,          80,               -32,      -4.031118424,      -4.548557867,      -21.84714018,      -21.73390888,      -14.97410026,               -32,       2.355784123,      0.7782846412,       6.409352698,       1.483432193
          0,           0,          81,               -32,      -4.032574664,      -4.550014107,      -21.84481615,      -21.74261774,      -14.98048859,               -32,       2.350204983,       0.773813435,       6.403156498,        1.48661966
          0,           0,          82,               -32,      -4.034010912,      -4.551450355,      -21.84253449,      -21.75123198,      -14.98695115,               -32,       2.344684907,       0.769398308,       6.396957267,       1.489797422
          0,           0,          83,               -32,      -4.035428607,       -4.55286805,      -21.84029418,      -21.75974739,      -14.99347807,               -32,       2.339222695,       0.765037184,       6.390755695,       1.492965552
          0,           0,          84,               -32,      -4.036829011,      -4.554268453,      -21.83809422,      -21.76816005,      -15.00005958,               -32,       2.333817184,      0.7607281179,       6.384552449,       1.496124123
          0,           0,          85,               -32,      -4.038213224,      -4.555652667,      -21.83593364,      -21.77646631,      -15.00668601,               -32,       2.328467248,      0.7564692815,       6.378348166,       1.499273203
          0,           0,          86,               -32,      -4.039582225,      -4.557021668,      -21.83381148,      -21.78466281,       -15.0133479,               -32,       2.323171799,      0.7522589518,       6.372143462,        1.50241286
          0,           0,          87,               -32,      -4.040936882,      -4.558376325,      -21.83172685,       -21.7927464,      -15.02003602,               -32,        2.31792978,       0.748095505,       6.365938926,        1.50554316
          0,           0,          88,               -32,      -4.042277938,      -4.559717381,      -21.82967887,       -21.8007142,      -15.02674141,               -32,       2.312740168,       0.743977424,       6.359735129,       1.508664166
          0,           0,          89,               -32,      -4.043606034,      -4.561045477,      -21.82766669,      -21.80856353,      -15.03345545,               -32,       2.307601971,      0.7399032816,       6.353532618,        1.51177594
          0,           0,          90,               -32,      -4.044921738,      -4.562361181,      -21.82568952,      -21.81629195,      -15.04016982,               -32,       2.302514226,      0.7358717303,       6.347331922,       1.514878542
          0,           0,          91,               -32,      -4.046225559,      -4.563665002,      -21.82374656,      -21.82389721,       -15.0468766,               -32,          2.297476,      0.7318814946,       6.341133553,        1.51797203
          0,           0,          92,               -32,      -4.047517918,      -4.564957361,      -21.82183708,      -21.83137729,      -15.05356828,               -32,       2.292486386,      0.7279313839,       6.334938002,       1.521056459
          0,           0,          93,               -32,      -4.048799173,      -4.566238616,      -21.81996038,      -21.83873035,      -15.06023773,               -32,       2.287544502,       0.724020276,       6.328745746,       1.524131884
          0,           0,          94,               -32,      -4.050069637,      -4.567509079,      -21.81811577,      -21.84595476,      -15.06687829,               -32,       2.282649493,       0.720147108,       6.322557246,       1.527198357
          0,           0,          95,               -32,       -4.05132959,      -4.568769033,      -21.81630262,      -21.85304908,      -15.07348374,               -32,       2.277800526,      0.7163108712,       6.316372949,        1.53025593
          0,           0,          96,               -32,      -4.052579261,      -4.570018704,      -21.81452029,      -21.86001206,       -15.0800483,               -32,       2.272996794,      0.7125106204,       6.310193285,        1.53330465
          0,           0,          97,               -32,      -4.053818843,      -4.571258286,      -21.81276822,      -21.86684264,       -15.0865667,               -32,       2.268237507,      0.7087454604,       6.304018673,       1.536344565
          0,           0,          98,               -32,      -4.055048542,      -4.572487985,      -21.81104583,      -21.87353995,       -15.0930341,               -32,       2.263521902,      0.7050145376,       6.297849519,       1.539375721
          0,           0,          99,               -32,      -4.056268534,      -4.573707977,      -21.80935259,      -21.88010331,      -15.09944618,               -32,       2.258849232,      0.7013170362,       6.291686216,       1.542398161
          0,           0,         100,               -32,      -4.057478883,      -4.574918326,      -21.80768799,       -21.8865322,      -15.10579906,               -32,       2.254218771,      0.6976521908,       6.285529146,       1.545411927
          0,           0,         101,               -32,      -4.058679623,      -4.576119066,      -21.80605154,      -21.89282628,      -15.11208935,               -32,       2.249629813,       0.694019274,        6.27937868,       1.548417061
          0,           0,         102,               -32,      -4.059870771,      -4.577310214,      -21.80444278,      -21.89898541,      -15.11831413,               -32,        2.24508167,      0.6904175902,        6.27323518,       1.551413602
          0,           0,         103,               -32,      -4.061052341,      -4.578491784,      -21.80286125,       -21.9050096,      -15.12447093,               -32,       2.240573669,      0.6868464739,       6.267098995,       1.554401586
          0,           0,         104,               -32,      -4.062224309,      -4.579663751,      -21.80130651,      -21.91089902,      -15.13055773,               -32,       2.236105156,      0.6833052964,       6.260970468,        1.55738105
          0,           0,         105,               -32,      -4.063386639,      -4.580826081,      -21.79977816,      -21.91665401,      -15.13657292,               -32,       2.231675495,      0.6797934566,       6.254849929,       1.560352029
          0,           0,         106,               -32,        -4.0645393,      -4.581978742,      -21.79827578,      -21.92227509,      -15.14251535,               -32,       2.227284061,      0.6763103731,       6.248737703,       1.563314556
          0,           0,         107,               -32,      -4.065682256,      -4.583121698,      -21.79679899,      -21.92776288,      -15.14838422,               -32,       2.222930248,      0.6728554901,       6.242634104,       1.566268663
          0,           0,         108,               -32,      -4.066815444,      -4.584254887,       -21.7953474,       -21.9331182,      -15.15417915,               -32,       2.218613464,        0.66942828,        6.23653944,        1.56921438
          0,           0,         109,               -32,      -4.067938797,       -4.58537824,      -21.79392063,      -21.93834198,      -15.15990008,               -32,        2.21433313,      0.6660282356,        6.23045401,       1.572151736
          0,           0,         110,               -32,      -4.069052249,      -4.586491692,      -21.79251832,      -21.94343527,       -15.1655473,               -32,       2.210088681,      0.6626548658,       6.224378106,       1.575080761
          0,           0,         111,               -32,      -4.070155738,      -4.587595181,      -21.79114012,      -21.94839928,      -15.17112142,               -32,       2.205879565,      0.6593076978,       6.218312015,        1.57800148
          0,           0,         112,               -32,      -4.071249183,      -4.588688626,      -21.78978565,      -21.95323532,      -15.17662331,               -32,       2.201705245,       0.655986279,       6.212256013,       1.580913919
          0,           0,         113,               -32,      -4.072332507,       -4.58977195,      -21.78845458,       -21.9579448,      -15.18205414,               -32,       2.197565193,      0.6526901696,       6.206210374,       1.583818103
          0,           0,         114,               -32,      -4.073405646,      -4.590845089,      -21.78714655,      -21.96252925,      -15.18741527,               -32,       2.193458895,      0.6494189422,       6.200175363,       1.586714056
          0,           0,         115,               -32,      -4.074468529,      -4.591907972,      -21.78586122,      -21.96699028,       -15.1927083,               -32,       2.189385849,      0.6461721867,        6.19415124,         1.5896018
          0,           0,         116,               -32,      -4.075521075,      -4.592960518,      -21.78459823,       -21.9713296,      -15.19793503,               -32,       2.185345563,      0.6429495076,        6.18813826,       1.592481357
          0,           0,         117,               -32,      -4.076563202,      -4.594002645,      -21.78335724,        -21.975549,      -15.20309738,               -32,       2.181337557,      0.6397505214,        6.18213667,       1.595352748
          0,           0,         118,               -32,      -4.077594847,       -4.59503429,      -21.78213789,      -21.97965032,      -15.20819745,               -32,       2.177361359,      0.6365748533,       6.176146715,       1.598215991
          0,           0,         119,               -32,      -4.078615939,      -4.596055382,      -21.78093986,      -21.98363547,      -15.21323743,               -32,       2.173416512,      0.6334221411,       6.170168633,       1.601071107
          0,           0,         120,               -32,      -4.079626407,       -4.59706585,      -21.77976277,      -21.98750643,      -15.21821962,               -32,       2.169502564,      0.6302920317,       6.164202656,       1.603918114
          0,           0,         121,               -32,      -4.080626185,      -4.598065628,      -21.77860628,      -21.99126522,      -15.22314638,               -32,       2.165619076,       0.627184181,       6.158249013,       1.606757028
          0,           0,         122,               -32,      -4.081615222,      -4.599054664,      -21.77747004,      -21.99491388,      -15.22802013,               -32,       2.161765617,       0.624098255,       6.152307928,       1.609587868
          0,           0,         123,               -32,      -4.082593455,      -4.600032898,      -21.77635368,      -21.99845451,      -15.23284334,               -32,       2.157941764,      0.6210339303,       6.146379621,       1.612410648
          0,           0,         124,               -32,      -4.083561276,      -4.601000719,      -21.77525685,      -22.00188921,      -15.23761848,               -32,         2.1541471,      0.6179908023,       6.140464306,       1.615225384
          0,           0,         125,               -32,      -4.084519859,      -4.601959302,      -21.77417919,      -22.00522013,      -15.24234802,               -32,       2.150381206,      0.6149683748,       6.134562194,       1.618032092
          0,           0,         126,               -32,      -4.085469721,      -4.602909164,      -21.77312032,      -22.00844939,      -15.24703443,               -32,       2.146643688,      0.6119663306,       6.128673491,       1.620830785
          0,           0,         127,               -32,        -4.0864113,      -4.603850743,      -21.77207989,      -22.01157915,      -15.25168016,               -32,       2.142934157,      0.6089843674,       6.122798401,       1.623621478
          0,           0,         128,               -32,      -4.087344993,      -4.604784436,      -21.77105753,      -22.01461156,      -15.25628761,               -32,       2.139252234,      0.6060221921,       6.116937123,       1.626404183
          0,           0,         129,               -32,      -4.088271162,      -4.605710605,      -21.77005287,      -22.01754878,      -15.26085914,               -32,       2.135597548,      0.6030795228,       6.111089853,       1.629178913
          0,           0,         130,               -32,      -4.089190139,      -4.606629582,      -21.76906552,      -22.02039294,      -15.26539704,               -32,       2.131969735,      0.6001560871,       6.105256781,       1.631945681
          0,           0,         131,               -32,      -4.090102208,      -4.607541651,      -21.76809513,      -22.02314617,      -15.26990357,               -32,       2.128368437,      0.5972516218,       6.099438097,         1.6347045
          0,           0,         132,               -32,      -4.091007624,      -4.608447067,      -21.76714131,      -22.02581058,      -15.27438089,               -32,       2.124793304,      0.5943658714,       6.093633985,        1.63745538
          0,           0,         133,               -32,      -4.091906623,      -4.609346066,      -21.76620368,      -22.02838827,      -15.27883108,               -32,       2.121243995,       0.591498588,       6.087844627,       1.640198333
          0,           0,         134,               -32,       -4.09279942,      -4.610238863,      -21.76528188,      -22.03088131,      -15.28325615,               -32,       2.117720172,      0.5886495287,       6.082070201,        1.64293337
          0,           0,         135,               -32,      -4.093686198,      -4.611125641,      -21.76437553,      -22.03329173,      -15.28765803,               -32,       2.114221505,      0.5858184582,       6.076310882,       1.645660501
          0,           0,         136,               -32,      -4.094567115,      -4.612006558,      -21.76348425,      -22.03562156,      -15.29203854,               -32,       2.110747672,      0.5830051497,       6.070566842,       1.648379738
          0,           0,         137,               -32,      -4.095442321,      -4.612881764,      -21.76260766,      -22.03787277,      -15.29639943,               -32,       2.107298355,      0.5802093829,        6.06483825,       1.651091091
          0,           0,         138,               -32,      -4.096311941,      -4.613751384,      -21.76174539,      -22.04004733,      -15.30074235,               -32,       2.103873242,      0.5774309435,       6.059125272,       1.653794569
          0,           0,         139,               -32,      -4.097176081,      -4.614615524,      -21.76089708,      -22.04214715,      -15.30506884,               -32,       2.100472029,      0.5746696216,       6.053428071,       1.656490183
          0,           0,         140,               -32,      -4.098034833,      -4.615474276,      -21.76006234,      -22.04417411,      -15.30938037,               -32,       2.097094416,      0.5719252128,       6.047746806,       1.659177942
          0,           0,         141,               -32,      -4.098888293,      -4.616327736,      -21.75924081,      -22.04613007,      -15.31367831,               -32,       2.093740108,      0.5691975162,       6.042081636,       1.661857856
          0,           0,         142,               -32,       -4.09973653,      -4.617175973,      -21.75843214,      -22.04801683,      -15.31796393,               -32,       2.090408817,      0.5664863368,       6.036432716,       1.664529934
          0,           0,         143,               -32,      -4.100579597,       -4.61801904,      -21.75763594,      -22.04983618,       -15.3222384,               -32,       2.087100259,      0.5637914852,       6.030800196,       1.667194185
          0,           0,         144,               -32,      -4.101417543,      -4.618856986,      -21.75685188,      -22.05158984,      -15.32650282,               -32,       2.083814157,      0.5611127771,       6.025184226,       1.669850619
          0,           0,         145,               -32,      -4.102250411,      -4.619689854,      -21.75607959,      -22.05327952,       -15.3307582,               -32,       2.080550237,      0.5584500323,       6.019584954,       1.672499245
          0,           0,         146,               -32,      -4.103078225,      -4.620517668,      -21.75531872,      -22.05490688,      -15.33500543,               -32,       2.077308231,      0.5558030739,       6.014002522,       1.675140071
          0,           0,         147,               -32,      -4.103901003,      -4.621340446,      -21.75456893,      -22.05647354,      -15.33924537,               -32,       2.074087875,      0.5531717279,       6.008437073,       1.677773107
          0,           0,         148,               -32,      -4.104718773,      -4.622158216,      -21.75382988,      -22.05798109,      -15.34347874,               -32,       2.070888911,      0.5505558229,       6.002888746,       1.680398362
          0,           0,         149,               -32,      -4.105531544,      -4.622970987,      -21.75310124,      -22.05943107,      -15.34770624,               -32,       2.067711084,      0.5479551924,       5.997357677,       1.683015844
          0,           0,         150,               -32,      -4.106339318,      -4.623778761,      -21.75238266,      -22.06082501,      -15.35192844,               -32,       2.064554144,      0.5453696729,       5.991844001,       1.685625562
          0,           0,         151,               -32,      -4.107142093,      -4.624581536,      -21.75167383,      -22.06216436,      -15.35614587,               -32,       2.061417847,      0.5427991038,       5.986347849,       1.688227525
          0,           0,         152,               -32,      -4.107939872,      -4.625379314,      -21.75097444,      -22.06345058,      -15.36035898,               -32,        2.05830195,      0.5402433297,       5.980869352,       1.690821742
          0,           0,         153,               -32,      -4.108732639,      -4.626172082,      -21.75028416,      -22.06468507,      -15.36456815,               -32,       2.055206217,       0.537702196,       5.975408635,       1.693408221
          0,           0,         154,               -32,      -4.109520379,      -4.626959822,       -21.7496027,      -22.06586919,      -15.36877369,               -32,       2.052130414,      0.5351755505,       5.969965824,       1.695986972
          0,           0,         155,               -32,      -4.110303087,      -4.627742529,      -21.74892974,      -22.06700428,      -15.37297588,               -32,       2.049074313,      0.5326632428,       5.964541041,       1.698558004
          0,           0,         156,               -32,      -4.111080744,      -4.628520187,      -21.74826501,      -22.06809164,      -15.37717489,               -32,       2.046037689,      0.5301651272,       5.959134407,       1.701121324
          0,           0,         157,               -32,      -4.111853325,      -4.629292768,      -21.74760822,      -22.06913254,      -15.38137088,               -32,       2.043020319,      0.5276810597,       5.953746039,       1.703676942
          0,           0,         158,               -32,      -4.112620804,      -4.630060247,      -21.74695907,      -22.07012821,      -15.38556394,               -32,       2.040021986,      0.5252108991,       5.948376053,       1.706224867
